Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2015-05-29,2015,5,29,Friday,21,2015-21,427.23,432.5,427.23,429.23,3016100,429.23,0.006235796273617478,427.9842857142858,403.4702000000012
2015-06-01,2015,6,1,Monday,22,2015-22,430.4,433.16,426.2,430.92,2253300,430.92,0.0039372886288235875,427.84642857142865,404.62380000000115
2015-06-02,2015,6,2,Tuesday,22,2015-22,430.07,433.23,426.25,430.99,1668900,430.99,0.0001623893169500068,427.84428571428583,405.67380000000117
2015-06-03,2015,6,3,Wednesday,22,2015-22,434.4,438.39,432.75,436.59,2727900,436.59,0.012993355368811077,428.5385714285716,406.9034000000011
2015-06-04,2015,6,4,Thursday,22,2015-22,434.4,436.76,429.26,430.78,2510800,430.78,-0.013307674493982735,428.4314285714287,408.0372000000011
2015-06-05,2015,6,5,Friday,22,2015-22,429.66,430.8,426.5,426.95,1907900,426.95,-0.00889081801178948,428.4992857142858,409.1570000000011
2015-06-08,2015,6,8,Monday,23,2015-23,425.62,426.8,421.43,423.5,2172500,423.5,-0.008080599855699977,428.3750000000001,410.28000000000117
2015-06-09,2015,6,9,Tuesday,23,2015-23,422.96,427.49,419.14,425.48,2288700,425.48,0.004675350617067586,428.6442857142858,411.37840000000114
2015-06-10,2015,6,10,Wednesday,23,2015-23,426.46,432.2,425.66,430.77,2172300,430.77,0.01243296486497858,429.13785714285723,412.50200000000115
2015-06-11,2015,6,11,Thursday,23,2015-23,432.29,438.89,431.47,432.97,2922500,432.97,0.005107162205214344,429.2335714285715,413.7194000000012
2015-06-12,2015,6,12,Friday,23,2015-23,431.25,432.36,428.26,429.92,2054400,429.92,-0.007044339756495099,429.39714285714297,414.9126000000012
2015-06-15,2015,6,15,Monday,24,2015-24,427.66,428.05,422.64,423.67,2051000,423.67,-0.014537587934483454,429.26857142857153,415.94100000000117
2015-06-16,2015,6,16,Tuesday,24,2015-24,424.15,427.97,422.67,427.26,2296400,427.26,0.008473567220029343,428.97142857142865,416.9454000000011
2015-06-17,2015,6,17,Wednesday,24,2015-24,428.36,431.35,424.75,427.81,2185900,427.81,0.001287243786916692,429.0600000000001,418.0134000000011
2015-06-18,2015,6,18,Thursday,24,2015-24,430.3,439.73,429.41,439.39,3378400,439.39,0.0270681310767118,429.7857142857144,419.1772000000011
2015-06-19,2015,6,19,Friday,24,2015-24,440.26,444.99,433.24,434.92,4495100,434.92,-0.010173197095249553,430.0714285714287,420.20480000000106
2015-06-22,2015,6,22,Monday,25,2015-25,437.0,439.24,434.18,436.29,1823600,436.29,0.00314999327437282,430.45000000000016,421.27760000000103
2015-06-23,2015,6,23,Tuesday,25,2015-25,435.59,447.04,433.69,445.99,3245000,445.99,0.02223287606746638,431.1214285714287,422.55020000000104
2015-06-24,2015,6,24,Wednesday,25,2015-25,444.97,446.47,440.23,440.84,2620800,440.84,-0.011547330678381318,431.84000000000015,423.66480000000104
2015-06-25,2015,6,25,Thursday,25,2015-25,438.07,443.47,436.39,440.1,2237500,440.1,-0.001678591417571429,432.7792857142859,424.797800000001
2015-06-26,2015,6,26,Friday,25,2015-25,441.76,443.49,435.06,438.1,2624500,438.1,-0.0045444216593116815,433.8221428571431,425.83900000000096
2015-06-29,2015,6,29,Monday,26,2015-26,434.98,437.0,429.0,429.86,2753200,429.86,-0.018808538318089263,434.1350000000002,426.9250000000009
2015-06-30,2015,6,30,Tuesday,26,2015-26,434.2,435.57,430.46,434.09,2596900,434.09,0.009840439051028715,434.37214285714305,427.81660000000096
2015-07-01,2015,7,1,Wednesday,26,2015-26,439.35,440.0,435.58,437.39,1987100,437.39,0.007602152407074181,434.68785714285735,428.74080000000095
2015-07-02,2015,7,2,Thursday,26,2015-26,437.0,438.2,433.48,437.71,1343400,437.71,0.00073155946849357,435.2442857142859,429.699000000001
2015-07-06,2015,7,6,Monday,27,2015-27,435.23,439.73,433.52,436.04,1903200,436.04,-0.003815272538341463,436.12785714285735,430.62000000000097
2015-07-07,2015,7,7,Tuesday,27,2015-27,435.68,437.73,425.57,436.72,3454200,436.72,0.0015594731273638196,436.8035714285716,430.452400000001
2015-07-08,2015,7,8,Wednesday,27,2015-27,434.35,435.99,428.83,429.7,2383100,429.7,-0.01607434739432556,436.9385714285716,430.275200000001
2015-07-09,2015,7,9,Thursday,27,2015-27,434.9,438.72,434.15,434.39,2271400,434.39,0.010914596947105837,436.5814285714287,430.37680000000097
2015-07-10,2015,7,10,Friday,27,2015-27,440.49,444.72,439.0,443.51,2401000,443.51,0.020994946498870348,437.19500000000016,430.6596000000009
2015-07-13,2015,7,13,Monday,28,2015-28,448.29,457.87,447.54,455.57,3956800,455.57,0.027192165437183613,438.572142857143,431.33540000000096
2015-07-14,2015,7,14,Tuesday,28,2015-28,462.32,469.6,458.16,465.57,4736200,465.57,0.021950523167086455,439.97071428571445,432.18940000000094
2015-07-15,2015,7,15,Wednesday,28,2015-28,463.04,464.7,460.2,461.19,2987400,461.19,-0.009407833008800992,441.4242857142858,432.9524000000009
2015-07-16,2015,7,16,Thursday,28,2015-28,465.5,475.88,464.8,475.48,4095600,475.48,0.03098507875121914,443.95142857142866,434.0382000000009
2015-07-17,2015,7,17,Friday,28,2015-28,477.7,485.42,477.25,483.01,4932200,483.01,0.01583662531612373,447.15928571428583,435.31640000000095
2015-07-20,2015,7,20,Monday,29,2015-29,492.57,493.2,485.4,488.1,4752500,488.1,0.010538076302726074,451.31928571428585,436.5408000000009
2015-07-21,2015,7,21,Tuesday,29,2015-29,487.9,488.88,482.55,488.0,3181800,488.0,-0.00020488855206945988,455.17000000000013,437.6270000000009
2015-07-22,2015,7,22,Wednesday,29,2015-29,485.99,492.5,484.9,488.27,3114900,488.27,0.0005532561755570153,458.8042857142858,438.73540000000094
2015-07-23,2015,7,23,Thursday,29,2015-29,491.66,491.66,475.7,482.18,9374400,482.18,-0.012472600149340929,461.9807142857144,439.75860000000097
2015-07-24,2015,7,24,Friday,29,2015-29,578.99,580.57,529.35,529.42,21909400,529.42,0.09797169304396935,468.6507142857144,441.80960000000096
2015-07-27,2015,7,27,Monday,30,2015-30,527.75,544.95,526.6,531.41,7491000,531.41,0.0037588120936355995,475.41428571428577,443.79220000000095
2015-07-28,2015,7,28,Tuesday,30,2015-30,536.0,536.39,523.12,526.03,5273100,526.03,-0.010123904554935836,482.2950000000001,445.7928000000009
2015-07-29,2015,7,29,Wednesday,30,2015-30,530.92,532.97,525.02,529.0,3752600,529.0,0.005646009804981755,489.0528571428572,447.8680000000009
2015-07-30,2015,7,30,Thursday,30,2015-30,527.65,539.2,524.29,536.76,3743100,536.76,0.014669205606096414,495.71357142857147,450.1690000000009
2015-07-31,2015,7,31,Friday,30,2015-30,539.09,542.84,534.52,536.15,3025600,536.15,-0.0011364210083922854,501.4692857142858,452.4148000000009
2015-08-03,2015,8,3,Monday,31,2015-31,537.45,540.44,529.36,535.03,3014200,535.03,-0.002088958437354349,506.4307142857143,454.48280000000085
2015-08-04,2015,8,4,Tuesday,31,2015-31,529.69,536.95,529.16,531.9,2934600,531.9,-0.0058501480504298264,511.48142857142864,456.56820000000084
2015-08-05,2015,8,5,Wednesday,31,2015-31,538.8,539.14,534.12,537.01,2889400,537.01,0.00960704101713783,515.8764285714286,458.79900000000083
2015-08-06,2015,8,6,Thursday,31,2015-31,539.3,542.74,527.52,529.46,3820500,529.46,-0.014059305516975207,519.1942857142857,460.75980000000084
2015-08-07,2015,8,7,Friday,31,2015-31,529.16,529.46,518.21,522.62,3969200,522.62,-0.012918873137926945,521.66,462.68080000000083
2015-08-10,2015,8,10,Monday,32,2015-32,528.52,532.28,523.0,524.0,2615900,524.0,0.002640551252737877,524.2314285714285,464.5762000000008
2015-08-11,2015,8,11,Tuesday,32,2015-32,523.65,528.98,522.0,527.46,2676600,527.46,0.006603095367664569,527.0307142857143,466.50700000000086
2015-08-12,2015,8,12,Wednesday,32,2015-32,523.75,527.5,513.06,525.91,3962300,525.91,-0.002938703908455409,530.1542857142857,468.4054000000008
2015-08-13,2015,8,13,Thursday,32,2015-32,527.37,534.66,525.49,529.66,2895200,529.66,0.007130497977777317,530.1714285714286,470.2668000000008
2015-08-14,2015,8,14,Friday,32,2015-32,528.25,534.11,528.25,531.52,1994800,531.52,0.0035117744987900323,530.1792857142857,472.2816000000008
2015-08-17,2015,8,17,Monday,33,2015-33,531.29,538.74,527.12,535.22,2581700,535.22,0.006961075850234311,530.8357142857143,474.44700000000086
2015-08-18,2015,8,18,Tuesday,33,2015-33,535.04,539.49,533.0,535.02,2071300,535.02,-0.0003735869041140427,531.2657142857144,476.67740000000083
2015-08-19,2015,8,19,Wednesday,33,2015-33,533.74,537.25,529.0,532.92,2324000,532.92,-0.003925155217432197,530.9914285714286,478.8262000000008
2015-08-20,2015,8,20,Thursday,33,2015-33,530.39,533.25,515.77,515.78,4408000,515.78,-0.032162339868893275,529.5364285714287,480.5264000000008
2015-08-21,2015,8,21,Friday,33,2015-33,507.36,512.33,494.47,494.47,6706500,494.47,-0.041316117076541814,526.6392857142858,481.7564000000008
2015-08-24,2015,8,24,Monday,34,2015-34,463.58,476.58,451.0,463.37,10097600,463.37,-0.06289563780762986,521.7442857142859,482.4254000000008
2015-08-25,2015,8,25,Tuesday,34,2015-34,487.49,489.44,466.25,466.37,5679300,466.37,0.0064743078568159085,516.6985714285715,483.2794000000008
2015-08-26,2015,8,26,Wednesday,34,2015-34,484.02,503.72,478.76,500.77,6358600,500.77,0.07376116443306024,514.6492857142858,484.74960000000084
2015-08-27,2015,8,27,Thursday,34,2015-34,513.71,522.69,507.26,518.37,6114500,518.37,0.03514588831128029,514.3457142857144,486.5608000000008
2015-08-28,2015,8,28,Friday,34,2015-34,517.5,521.5,513.04,518.01,2746700,518.01,-0.0006944563824168304,513.9178571428572,488.1332000000008
2015-08-31,2015,8,31,Monday,35,2015-35,516.44,519.41,509.07,512.89,3002300,512.89,-0.009883969461331521,512.877142857143,489.6926000000008
2015-09-01,2015,9,1,Tuesday,35,2015-35,499.14,510.0,493.43,496.54,3864500,496.54,-0.03187819149632465,510.77928571428583,490.8976000000008
2015-09-02,2015,9,2,Wednesday,35,2015-35,505.09,510.86,497.72,510.55,3707100,510.55,0.028215207248056817,509.4142857142859,492.18880000000075
2015-09-03,2015,9,3,Thursday,35,2015-35,514.5,515.84,502.57,504.72,3149700,504.72,-0.011419031851254702,507.5000000000001,493.4664000000008
2015-09-04,2015,9,4,Friday,35,2015-35,497.65,502.85,495.64,499.0,2692500,499.0,-0.011333018717048837,504.91285714285726,494.6444000000008
2015-09-08,2015,9,8,Tuesday,36,2015-36,508.69,518.35,508.51,517.54,3810700,517.54,0.03715426458385518,503.66428571428577,496.23320000000086
2015-09-09,2015,9,9,Wednesday,36,2015-36,524.0,529.95,515.06,516.89,4370700,516.89,-0.0012558708631237314,502.5192857142858,497.97380000000084
2015-09-10,2015,9,10,Thursday,36,2015-36,515.15,526.13,514.78,522.24,2576000,522.24,0.010350317155142452,502.9807142857144,499.73680000000087
2015-09-11,2015,9,11,Friday,36,2015-36,521.07,529.44,520.61,529.44,3227900,529.44,0.013786788338058908,505.47857142857157,501.5778000000009
2015-09-14,2015,9,14,Monday,37,2015-37,529.44,532.45,518.58,521.38,3130200,521.38,-0.01522362783587694,509.622142857143,503.2512000000009
2015-09-15,2015,9,15,Tuesday,37,2015-37,523.25,527.92,517.2,522.37,2865900,522.37,0.001898788264036888,513.622142857143,504.97780000000085
2015-09-16,2015,9,16,Wednesday,37,2015-37,521.98,528.3,518.52,527.39,2252800,527.39,0.009610083998266017,515.5235714285716,506.7912000000008
2015-09-17,2015,9,17,Thursday,37,2015-37,526.98,546.97,526.57,538.87,4169500,538.87,0.021767534746373052,516.9878571428573,508.9746000000008
2015-09-18,2015,9,18,Friday,37,2015-37,534.62,546.24,531.35,540.26,6160100,540.26,0.0025794990647702853,518.577142857143,511.0920000000008
2015-09-21,2015,9,21,Monday,38,2015-38,544.33,549.78,539.59,548.39,3283300,548.39,0.015048318838811525,521.1128571428573,513.1896000000008
2015-09-22,2015,9,22,Tuesday,38,2015-38,539.71,543.55,532.66,538.4,3841700,538.4,-0.018216944086371423,524.1028571428573,514.8462000000009
2015-09-23,2015,9,23,Wednesday,38,2015-38,538.3,541.21,534.0,536.07,2237600,536.07,-0.00432766898994752,525.9257142857143,516.2562000000008
2015-09-24,2015,9,24,Thursday,38,2015-38,530.55,534.56,522.87,533.75,3501000,533.75,-0.004327806615779584,527.9992857142857,517.7074000000008
2015-09-25,2015,9,25,Friday,38,2015-38,542.57,542.8,521.4,524.25,4031000,524.25,-0.01779859484777513,529.8028571428572,518.6828000000008
2015-09-28,2015,9,28,Monday,39,2015-39,520.02,520.28,494.33,504.06,5434500,504.06,-0.038512164885848854,528.84,519.1038000000009
2015-09-29,2015,9,29,Tuesday,39,2015-39,506.0,511.48,490.5,496.07,4457500,496.07,-0.015851268247975225,527.3528571428571,519.2632000000009
2015-09-30,2015,9,30,Wednesday,39,2015-39,505.44,512.8,501.67,511.89,4004700,511.89,0.031890674885892034,526.6135714285715,519.7410000000009
2015-10-01,2015,10,1,Thursday,39,2015-39,511.0,520.8,506.0,520.72,3768500,520.72,0.017249713418910684,525.9907142857144,520.3900000000009
2015-10-02,2015,10,2,Friday,39,2015-39,512.99,532.6,508.1,532.54,4597800,532.54,0.02269935471892559,526.7878571428572,521.3972000000009
2015-10-05,2015,10,5,Monday,40,2015-40,536.99,545.91,536.0,543.68,3391400,543.68,0.020918644811799503,528.3100000000001,521.682400000001
2015-10-06,2015,10,6,Tuesday,40,2015-40,545.5,551.5,533.33,537.48,4502800,537.48,-0.011403789527948627,529.0307142857143,521.803800000001
2015-10-07,2015,10,7,Wednesday,40,2015-40,541.79,542.0,529.0,541.94,3812100,541.94,0.008298024363189382,529.2500000000001,522.122000000001
2015-10-08,2015,10,8,Thursday,40,2015-40,536.71,539.39,519.89,533.16,4676400,533.16,-0.01620110945366926,528.7428571428571,522.205200000001
2015-10-09,2015,10,9,Friday,40,2015-40,534.48,541.79,530.27,539.8,3537400,539.8,0.012454075667524878,528.1292857142857,522.266000000001
2015-10-12,2015,10,12,Monday,41,2015-41,539.96,550.82,539.8,550.19,2776100,550.19,0.01924789715338493,528.9714285714286,522.546800000001
2015-10-13,2015,10,13,Tuesday,41,2015-41,546.26,553.2,543.1,548.9,2938000,548.9,-0.0023446046304360646,529.8878571428571,522.824200000001
2015-10-14,2015,10,14,Wednesday,41,2015-41,551.34,552.25,539.68,544.83,3582100,544.83,-0.007414842672968325,530.6792857142857,523.082800000001
2015-10-15,2015,10,15,Thursday,41,2015-41,547.75,563.0,547.0,562.44,4937000,562.44,0.03232198079985471,533.407142857143,523.591400000001
2015-10-16,2015,10,16,Friday,41,2015-41,565.27,570.94,560.31,570.76,4315800,570.76,0.014792701955948617,538.1714285714286,524.417400000001
2015-10-19,2015,10,19,Monday,42,2015-42,570.76,579.0,567.38,573.15,4375400,573.15,0.00418742485027801,543.6771428571429,525.428000000001
2015-10-20,2015,10,20,Tuesday,42,2015-42,572.0,573.0,555.28,560.88,4346200,560.88,-0.021408041539898393,547.1764285714286,526.1656000000011
2015-10-21,2015,10,21,Wednesday,42,2015-42,563.87,565.25,552.52,555.77,3343600,555.77,-0.009110657015897972,549.68,526.731800000001
2015-10-22,2015,10,22,Thursday,42,2015-42,562.7,569.15,556.67,563.91,7779400,563.91,0.014646262531661458,551.9207142857143,527.4918000000011
2015-10-23,2015,10,23,Friday,42,2015-42,617.68,619.45,595.36,599.03,10692700,599.03,0.06227954429765403,555.8742857142857,528.8792000000011
2015-10-26,2015,10,26,Monday,43,2015-43,602.3,609.85,596.29,608.61,4269700,608.61,0.01599244709974257,560.955,530.4210000000011
2015-10-27,2015,10,27,Tuesday,43,2015-43,608.6,614.71,605.53,611.01,3787100,611.01,0.003943452246640611,565.8885714285715,531.936800000001
2015-10-28,2015,10,28,Wednesday,43,2015-43,612.3,617.23,609.5,617.1,3926200,617.1,0.009967047549104047,571.8842857142857,533.578400000001
2015-10-29,2015,10,29,Thursday,43,2015-43,617.7,627.54,615.39,626.55,3896000,626.55,0.015313583829035915,578.0807142857143,535.451000000001
2015-10-30,2015,10,30,Friday,43,2015-43,626.01,630.72,625.28,625.9,3874400,625.9,-0.001037368752006107,583.4885714285714,537.653400000001
2015-11-02,2015,11,2,Monday,44,2015-44,627.13,628.63,620.41,628.35,2816500,628.35,0.003914285151480179,589.1635714285715,540.331000000001
2015-11-03,2015,11,3,Tuesday,44,2015-44,629.53,629.89,622.0,625.31,3246900,625.31,-0.004838033174918155,594.9121428571428,543.569800000001
2015-11-04,2015,11,4,Wednesday,44,2015-44,627.76,645.93,627.35,640.95,4840500,640.95,0.025011617772786376,600.5200000000001,547.0614000000011
2015-11-05,2015,11,5,Thursday,44,2015-44,647.1,657.0,643.09,655.65,4723800,655.65,0.022934724903762138,606.5835714285714,550.1590000000011
2015-11-06,2015,11,6,Friday,44,2015-44,655.0,662.26,652.0,659.37,4092200,659.37,0.005673713970268501,612.742142857143,552.9790000000011
2015-11-09,2015,11,9,Monday,45,2015-45,658.65,661.96,647.85,655.49,4048800,655.49,-0.005884412259497651,619.5000000000001,555.7286000000012
2015-11-10,2015,11,10,Tuesday,45,2015-45,651.01,660.0,647.26,659.68,3489500,659.68,0.006392168459976144,626.922142857143,558.6644000000011
2015-11-11,2015,11,11,Wednesday,45,2015-45,663.25,675.96,663.25,673.25,5387300,673.25,0.02057059100606695,634.732142857143,562.1986000000012
2015-11-12,2015,11,12,Thursday,45,2015-45,673.0,675.64,664.22,665.6,4284700,665.6,-0.011362828687801696,639.487142857143,565.2996000000012
2015-11-13,2015,11,13,Friday,45,2015-45,663.57,667.0,640.45,642.35,6261100,642.35,-0.034930890704334305,641.897142857143,568.0522000000011
2015-11-16,2015,11,16,Monday,46,2015-46,640.92,649.99,622.29,647.81,7435900,647.81,0.008500073449330792,644.5257142857143,571.0284000000012
2015-11-17,2015,11,17,Tuesday,46,2015-46,650.65,653.25,641.0,643.3,4320200,643.3,-0.0069619329473485925,646.3971428571429,573.5436000000011
2015-11-18,2015,11,18,Wednesday,46,2015-46,646.51,664.88,646.37,663.54,4469800,663.54,0.03146275550822608,649.0392857142857,576.4766000000011
2015-11-19,2015,11,19,Thursday,46,2015-46,664.99,672.86,659.0,661.27,4705200,661.27,-0.003420982263709571,651.5657142857143,579.2572000000011
2015-11-20,2015,11,20,Friday,46,2015-46,667.94,668.87,657.57,668.45,3896100,668.45,0.010857883260564138,654.4300000000001,582.0374000000012
2015-11-23,2015,11,23,Monday,47,2015-47,671.5,682.77,670.12,678.99,4385100,678.99,0.015767787919613863,658.2642857142857,585.1896000000012
2015-11-24,2015,11,24,Tuesday,47,2015-47,674.14,675.8,661.21,671.15,4543400,671.15,-0.011546511632087975,660.4214285714286,588.1652000000012
2015-11-25,2015,11,25,Wednesday,47,2015-47,675.0,679.7,671.24,675.34,2697900,675.34,0.006243019129835048,661.8278571428572,591.1242000000012
2015-11-27,2015,11,27,Friday,47,2015-47,680.8,680.99,672.1,673.26,1966800,673.26,-0.0030799552923418405,662.8199999999999,593.8120000000013
2015-11-30,2015,11,30,Monday,48,2015-48,675.9,681.29,664.6,664.8,5693200,664.8,-0.012565757433894431,663.4849999999999,596.3028000000012
2015-12-01,2015,12,1,Tuesday,48,2015-48,673.75,681.0,667.86,679.06,4751200,679.06,0.021450075251905343,664.8692857142856,598.9162000000013
2015-12-02,2015,12,2,Wednesday,48,2015-48,681.0,684.82,674.25,676.01,4273500,676.01,-0.004491484999755935,665.0664285714284,601.6684000000012
2015-12-03,2015,12,3,Thursday,48,2015-48,679.44,682.79,661.48,666.25,5064700,666.25,-0.014437670485099474,665.112857142857,604.2720000000012
2015-12-04,2015,12,4,Friday,48,2015-48,666.0,674.78,661.4,672.64,4534800,672.64,0.009591016357879845,667.2764285714284,607.0498000000011
2015-12-07,2015,12,7,Monday,49,2015-49,674.74,675.46,660.5,669.83,3732800,669.83,-0.004177565261356708,668.8492857142855,609.9614000000013
2015-12-08,2015,12,8,Tuesday,49,2015-49,663.13,679.99,659.79,677.33,3651900,677.33,0.01119687056215346,671.2799999999999,613.4268000000012
2015-12-09,2015,12,9,Wednesday,49,2015-49,678.0,679.0,655.68,664.79,5158200,664.79,-0.018513927843296307,671.3692857142856,616.8012000000012
2015-12-10,2015,12,10,Thursday,49,2015-49,665.59,668.53,659.56,662.32,3455500,662.32,-0.003715415070567496,671.4442857142856,619.8098000000012
2015-12-11,2015,12,11,Friday,49,2015-49,651.23,657.88,639.62,640.15,5474400,640.15,-0.033473219387895714,669.4228571428569,622.1984000000012
2015-12-14,2015,12,14,Monday,50,2015-50,641.75,658.59,635.27,657.91,4329700,657.91,0.027743416469794946,667.9171428571426,624.7058000000012
2015-12-15,2015,12,15,Tuesday,50,2015-50,665.03,671.5,657.35,658.64,4753400,658.64,0.001109637387645801,667.0235714285711,627.0050000000012
2015-12-16,2015,12,16,Wednesday,50,2015-50,663.56,677.35,659.32,675.77,3964500,675.77,0.026008144816339396,667.0542857142855,629.7708000000013
2015-12-17,2015,12,17,Thursday,50,2015-50,680.0,682.5,670.65,670.65,3681600,670.65,-0.007576534870160412,666.8678571428569,632.3450000000013
2015-12-18,2015,12,18,Friday,50,2015-50,668.65,676.84,664.13,664.14,6841300,664.14,-0.009707014879053677,666.820714285714,634.9646000000013
2015-12-21,2015,12,21,Monday,51,2015-51,668.5,669.9,658.93,664.51,3250900,664.51,0.0005571040880338884,665.7814285714284,637.4588000000012
2015-12-22,2015,12,22,Tuesday,51,2015-51,666.83,668.49,659.26,663.15,2667800,663.15,-0.0020465987443021305,664.8628571428569,639.7180000000013
2015-12-23,2015,12,23,Wednesday,51,2015-51,666.5,666.6,656.63,663.7,2722900,663.7,0.0008293565146961779,664.6807142857141,642.0140000000014
2015-12-24,2015,12,24,Thursday,51,2015-51,663.35,664.68,660.6,662.79,1091200,662.79,-0.0013711528747172297,663.9771428571427,644.3732000000014
2015-12-28,2015,12,28,Monday,52,2015-52,665.56,675.5,665.5,675.2,3783600,675.2,0.018723931548608075,664.3607142857142,646.6284000000013
2015-12-29,2015,12,29,Tuesday,52,2015-52,677.98,696.44,677.89,693.97,5735000,693.97,0.027799108644474435,665.5492857142855,649.0926000000013
2015-12-30,2015,12,30,Wednesday,52,2015-52,691.89,695.49,686.38,689.07,3519000,689.07,-0.007060771482578221,667.2835714285712,651.4110000000014
2015-12-31,2015,12,31,Thursday,52,2015-52,686.08,687.75,675.89,675.89,3749600,675.89,-0.01912721862175004,668.2528571428569,653.7112000000013
2016-01-04,2016,1,4,Monday,01,2016-01,656.29,657.72,627.51,636.99,9314500,636.99,-0.057553778826420765,668.0271428571426,655.3356000000014
2016-01-05,2016,1,5,Tuesday,01,2016-01,646.86,646.91,627.65,633.79,5822600,633.79,-0.005023645985165026,666.3042857142856,656.7332000000013
2016-01-06,2016,1,6,Wednesday,01,2016-01,622.0,639.79,620.31,632.65,5329200,632.65,-0.001798629913381311,664.4478571428571,657.4056000000013
2016-01-07,2016,1,7,Thursday,01,2016-01,621.8,630.0,605.21,607.94,7074900,607.94,-0.039057964149360136,659.602857142857,657.3922000000014
2016-01-08,2016,1,8,Friday,01,2016-01,619.66,624.14,606.0,607.05,5512900,607.05,-0.0014639843485595438,655.0599999999998,657.3130000000014
2016-01-11,2016,1,11,Monday,02,2016-02,612.48,619.85,598.57,617.74,4891600,617.74,0.01760975645559526,651.7457142857141,657.3258000000013
2016-01-12,2016,1,12,Tuesday,02,2016-02,625.25,625.99,612.24,617.89,4724100,617.89,0.0002428601295596522,648.4157142857141,657.1526000000013
2016-01-13,2016,1,13,Wednesday,02,2016-02,620.88,620.88,579.16,581.81,7655200,581.81,-0.05839229674292812,642.6057142857142,656.2708000000011
2016-01-14,2016,1,14,Thursday,02,2016-02,580.25,602.25,569.88,593.0,7238000,593.0,0.01923308724216155,637.5557142857141,655.5638000000013
2016-01-15,2016,1,15,Friday,02,2016-02,572.24,584.62,565.3,570.18,7784500,570.18,-0.03848230577439926,630.9407142857142,654.4612000000012
2016-01-19,2016,1,19,Tuesday,03,2016-03,577.09,584.0,566.45,574.48,4807200,574.48,0.0075414568175034,623.7464285714284,653.1318000000011
2016-01-20,2016,1,20,Wednesday,03,2016-03,564.36,578.45,547.18,571.77,7966400,571.77,-0.004717241731015176,615.017857142857,651.4542000000012
2016-01-21,2016,1,21,Thursday,03,2016-03,573.58,588.81,568.22,575.02,4952200,575.02,0.005684103553845743,606.8714285714285,649.7672000000011
2016-01-22,2016,1,22,Friday,03,2016-03,588.73,600.1,584.11,596.38,5120100,596.38,0.03714650729721547,601.1921428571428,648.5850000000011
2016-01-25,2016,1,25,Monday,04,2016-04,597.99,608.5,594.56,596.53,4396100,596.53,0.00025155842388113747,598.3021428571428,647.3220000000011
2016-01-26,2016,1,26,Tuesday,04,2016-04,603.45,604.5,590.38,601.25,3765700,601.25,0.007912377367973233,595.977857142857,645.8820000000011
2016-01-27,2016,1,27,Wednesday,04,2016-04,601.99,603.39,578.78,583.35,5152900,583.35,-0.029771350376819106,592.4564285714285,644.2370000000011
2016-01-28,2016,1,28,Thursday,04,2016-04,608.37,638.06,597.55,635.35,14015200,635.35,0.08914031400750355,594.4142857142857,644.0970000000011
2016-01-29,2016,1,29,Friday,04,2016-04,571.98,593.0,570.0,587.0,14677600,587.0,-0.07609975201674923,592.9821428571429,642.8808000000012
2016-02-01,2016,2,1,Monday,05,2016-05,578.15,581.8,570.31,574.81,6355100,574.81,-0.020766614039874343,589.9157142857142,641.5110000000011
2016-02-02,2016,2,2,Tuesday,05,2016-05,570.0,571.56,550.09,552.1,6312000,552.1,-0.039508745618749064,585.2164285714287,639.2822000000011
2016-02-03,2016,2,3,Wednesday,05,2016-05,553.5,556.0,521.9,531.07,10048700,531.07,-0.03809086975488429,581.5921428571429,636.6782000000011
2016-02-04,2016,2,4,Thursday,05,2016-05,525.0,538.99,519.22,536.26,6199100,536.26,0.009772727455568342,577.5392857142858,634.034400000001
2016-02-05,2016,2,5,Friday,05,2016-05,529.28,529.45,499.19,502.13,9708900,502.13,-0.0636445087481522,572.6785714285714,630.497200000001
2016-02-08,2016,2,8,Monday,06,2016-06,486.47,493.5,475.21,488.1,9825500,488.1,-0.02794096875882013,566.5085714285715,626.836200000001
2016-02-09,2016,2,9,Tuesday,06,2016-06,478.01,498.38,474.0,482.07,7077900,482.07,-0.012354023158971272,560.1014285714285,622.970800000001
2016-02-10,2016,2,10,Wednesday,06,2016-06,491.76,504.66,486.0,490.48,6786200,490.48,0.01744560651841831,554.0628571428571,619.315200000001
2016-02-11,2016,2,11,Thursday,06,2016-06,491.17,509.3,484.0,503.82,7397400,503.82,0.02719783893142691,547.4514285714284,616.095600000001
2016-02-12,2016,2,12,Friday,06,2016-06,510.7,516.75,501.49,507.08,5384800,507.08,0.006470523600998979,541.0621428571428,612.656000000001
2016-02-16,2016,2,16,Tuesday,07,2016-07,519.48,524.45,511.66,521.1,5118500,521.1,0.027648476344813933,535.3371428571428,609.557800000001
2016-02-17,2016,2,17,Wednesday,07,2016-07,528.74,537.48,519.39,534.1,4824000,534.1,0.02494722818856876,531.8192857142857,606.9148000000009
2016-02-18,2016,2,18,Thursday,07,2016-07,541.19,541.2,523.73,525.0,4735000,525.0,-0.017037962931854334,523.9371428571428,603.962000000001
2016-02-19,2016,2,19,Friday,07,2016-07,520.71,535.95,515.35,534.9,4974700,534.9,0.018857189360119042,520.2157142857142,601.263400000001
2016-02-22,2016,2,22,Monday,08,2016-08,542.2,560.65,541.08,559.5,5566600,559.5,0.04598985691370028,519.1221428571428,598.906800000001
